id_web;virtual;downloadable;rating_count;average_rating;total_sales;tax_status;post_parent;menu_order
13762;0;0;0;0;0;;0;0
16246;0;0;0;0;0;;0;0
;0;0;0;;;;;
807;0;0;0;0;0;taxable;0;0
15316;0;0;0;0;2;;0;0
15933;0;0;0;0;12;taxable;0;0
15868;0;0;0;0;6;taxable;0;0
;0;0;0;;;;;
15478;0;0;0;0;1;taxable;0;0
15444;0;0;0;0;7;;0;0
15269;0;0;0;0;6;taxable;0;0
14000;0;0;0;0;2;;0;0
;0;0;0;;;;;
16186;0;0;0;0;7;;0;0
13904;0;0;0;0;0;taxable;0;0
